id,speaker,start_time,end_time,text,emotion
Ses04M_impro01_F009,F,75.97,80.48,"Go get in that-- Sir-- Sir, there are people in line behind you. you need",fru
Ses04M_impro01_M010,M,78.7,85.98,look-- It's  been- it's been two hours.  Can you please just make this easier on me and just go and get the form?  It's not- it's really not,fru
Ses04M_impro01_F010,F,84.28,87.62,"I'm sorry.  I'm sorry you're having a hard time,",fru
Ses04M_impro01_F011,F,87.62,90.48,but you're gonna have to go get in  that line to,fru
Ses04M_impro01_M011,M,88.64,90.09,What if I pay you money?,fru
Ses04M_impro01_M012,M,90.09,93.79,"Can I pay you money?  Can I give you, like, twenty bucks and you'll go back there and get the form?",fru
Ses04M_impro01_F012,F,92.61,95.87,twenty bucks? Please. Go get in that line over there.,neu
Ses04M_impro01_M013,M,95.38,99.6,"Come on.  Will you please?  I just --I look, I  cannot-- --just if I --",fru
Ses04M_impro01_F013,F,98.7,104.72,"Look, I'm having a really bad day.  I'm off in twenty minutes and I just really don't need this right now, okay.",fru
Ses04M_impro01_M014,M,102.02,106.58,"I don't care, well- You're having a bad -- I just waited in line for two hours.",fru
Ses04M_impro01_F014,F,105.04,108.78,"And you're gonna have to go wait again, because that's the line you need.",fru
Ses04M_impro01_M015,M,108.31,114.89,Well I just -- I can't do that right -- can you please just grab the form? All you have to do is grab the form.  I'm not gonna ask anything else of you.,xxx
Ses04M_impro01_F015,F,114.66,123.96,I can't do that. It's against our rules. You can go get in that line over there or you can just go ahead and leave and come back another day.  Maybe there will be a shorter line.,fru
Ses04M_impro01_M016,M,114.91,117.92,That's all I- I just- That's all i want you to-,fru
Ses04M_impro01_M017,M,117.94,121.99,"Rules, you just have to grab a piece of paper behind from somebody's desk",fru
Ses04M_impro01_M018,M,122.0334,123.81,It's not rocket science.,ang
Ses04M_impro01_M019,M,123.85,126.72,"Come -- just, please, just grab the form.  It's right over there.",fru
Ses04M_impro01_F016,F,126.67,128.14,I can't do that.,fru
Ses04M_impro01_M020,M,126.76,127.99,I know it's right over there.,xxx
Ses04M_impro01_M021,M,128.0,130.41,Why are you being such a bitch?,fru
Ses04M_impro01_F017,F,130.37,133.02,"I'm sorry, but I can't do that.",fru
Ses04M_impro01_M022,M,135.0,138.93,"Please, will you please -- will you please just grab the form?",fru
Ses04M_impro01_F018,F,133.02,137.43,So go get in the other line or leave.  Or I will have you escorted out by security.,ang
Ses04M_impro01_F019,F,138.05,142.4822,Would you like to be kicked out of the D.M.V.?  You don't think that'll be a little embarrassing?,ang
Ses04M_impro01_M023,M,142.8703,145.5476,"Fine, which line is it?",fru
Ses04M_impro01_F020,F,145.06,147.06,The one you just came from.,fru
Ses04M_impro01_M024,M,146.51,150.53,"Okay, fine.  I'll go over there.  Thanks, a lot.  You've been really helpful.",ang
Ses04M_impro01_F021,F,150.0875,154.09,Yeah.  Thank you.  Have a pleasant day.,ang
Ses04M_impro02_M000,M,5.36,8.98,It's only going to be a year.,sad
Ses04M_impro02_F000,F,9.59,14.13,It's the first year of your child's life.,xxx
Ses04M_impro02_M001,M,16.58,20.26,There's really -- there's nothing I can do.,xxx
Ses04M_impro02_F001,F,19.9154,23.4813,You're just fine with this?,xxx
Ses04M_impro02_M002,M,23.2122,25.12,There's nothing I --,fru
Ses04M_impro02_F002,F,23.61,29.8731,You're just going to pick up and leave me and our baby and miss a year of our lives?,fru
Ses04M_impro02_M003,M,29.2675,34.15,"It's -- look, it's only a year.  It'll go by quickly.  Okay.",fru
Ses04M_impro02_F003,F,34.19,39.2,"When you get back, think of all of the things that you're going to have missed.",xxx
Ses04M_impro02_M004,M,38.88,45.5497,"I know, but I'll be back then.  And - and- and we'll have -- we have the rest of our lives.",fru
Ses04M_impro02_F004,F,45.18,48.0,Don't go.,xxx
Ses04M_impro02_M005,M,48.55,52.95,I can't do that.  I have to go.,fru
Ses04M_impro02_F005,F,51.04,57.19,"Do you want to -- do you want to leave us behind?  I mean, I don't understand why you have to do this.",fru
Ses04M_impro02_M006,M,56.58,61.55,I've made a pledge.  I can't not do this at this point.,fru
Ses04M_impro02_F006,F,60.08,69.89,"You've made a pledge to us, too.  Remember that day, we stood in front of each other and said 'til death do us part.  Put on some rings and it's supposed to mean something.",xxx
Ses04M_impro02_M007,M,64.35,68.32,I know that. I know that. I know that.,fru
Ses04M_impro02_M008,M,69.49,73.37,"There's nothing I can do.  I mean, I have to go.",neu
Ses04M_impro02_M009,M,74.56,84.45,"And this is what I do.  This is -- I mean, this is my life.  And I know that you're part of my life, too, and I mean, it's only -- it's just going to be a year.  I'll be back.",fru
Ses04M_impro02_F007,F,83.19,90.82,Can't you ask them?  Can't you go back and ask them if you could -- I don't know if you could change  assignments or something and you could stay here?,fru
Ses04M_impro02_M010,M,86.54,92.21,It's not- it's not- It's not like that.  It's not like that.  I can't do that.,fru
Ses04M_impro02_F008,F,91.71,95.64,"Why not?  You could, at least, try.  They have to understand",fru
Ses04M_impro02_M011,M,93.3,97.12,Because it's impossible.  There's -- I just can't.  I can't.,fru
Ses04M_impro02_F009,F,97.0,103.59,You won't even know your child when you come back.  This -- isn't there someone you could talk to?,sad
Ses04M_impro02_F010,F,103.6062,107.76,Explain the situation to them and then you can stay here.,fru
Ses04M_impro02_M012,M,103.39,106.47,"Look, honey, it's- it's- it's only going to be a year.",fru
Ses04M_impro02_M013,M,106.47,110.56,It's only going to be a year. I'm not going to miss my son's entire life.,fru
Ses04M_impro02_F011,F,110.32,120.64,"And what happens if, at the end of that year, they ask you to stay longer?  Are you just going to agree?  Are you just going to absentmindedly brainwashedly do whatever it is they tell you to do?",fru
Ses04M_impro02_M014,M,121.4,127.62,I'm not going to stay more than a year.  I've  agreed to a year,fru
Ses04M_impro02_F012,F,125.53,128.7771,Then why do you have to go a year at all?,fru
Ses04M_impro02_M015,M,128.29,131.3338,Because I've already agreed to that.,fru
Ses04M_impro02_F013,F,130.87,138.84,Well unagree.  Tell them that you can't leave right now.  I can't do this by myself.  I can't do this without you.,fru
Ses04M_impro02_M016,M,137.07,142.33,"Yes, you can.  Yes, you can.  You know you can.  You're a strong person.",fru
Ses04M_impro02_F014,F,142.91,149.8,This is supposed to be a partnership.  We're supposed to do this together. I'm not supposed to be left here to do this by myself while you leave.,xxx
Ses04M_impro02_M017,M,145.16,151.52,It is. It is. It is. It is. I'm going to write you every day.,fru
Ses04M_impro02_F015,F,152.29,156.64,"What am I supposed to do, read your letters?",xxx
Ses04M_impro02_M018,M,156.71,167.29,What else can we do?  I -- we don't have a choice in this.  Do you understand?  You can't come with me and I can't stay here.  That's all there is to it.,fru
Ses04M_impro02_F016,F,167.61,178.2,"There has to be something.  I mean, we can't just live with this.  It's not -- it just won't work this way.",fru
Ses04M_impro02_M019,M,177.82,181.91,We don't have a choice.  I have to do this.,fru
Ses04M_impro02_F017,F,181.52,184.91,Just tell them no.,fru
Ses04M_impro02_M020,M,185.57,194.44,"I can't do it.  I'd love to.  I mean, I don't - if you understand, I don't want to stay.",fru
Ses04M_impro02_M021,M,194.56,198.95,"I mean, I don't want to -- I don't want to leave.  I want to stay here with you.",fru
Ses04M_impro02_F018,F,198.87,208.38,"Then, can't you please try something?  If you go and ask them and they say no, then I would understand, but you're not even willing to ask.",fru
Ses04M_impro02_F019,F,209.74,213.66,Can't you just make an effort?  Can't you just try?,fru
Ses04M_impro02_M022,M,211.83,215.29,I've asked already.  I can't go back.,fru
Ses04M_impro02_M023,M,217.99,226.61,"It can't happen.  I have to go.  I want to stay really bad, but I can't.  There's just no -- I don't have an option.",fru
Ses04M_impro02_F020,F,226.15,228.5558,When do you leave?,sad
Ses04M_impro02_M024,M,228.0849,230.7089,Next week.,fru
Ses04M_impro02_F021,F,231.17,236.12,A week.  You're giving me a week to be okay with this.,ang
Ses04M_impro02_M025,M,237.69,246.5,"You can't make it out like I'm happy about this.  I mean, I didn't -- I didn't want to put you in this situation.",fru
Ses04M_impro02_F022,F,245.85,249.41,Well it doesn't seem like you're that bothered by it.,fru
Ses04M_impro02_M026,M,250.73,262.23,"I am.  I mean, I don't know.  I don't know what else to tell -- you know, I mean, I can tell you.  I don't know what else to do. I mean, I've been forced into this situation.",fru
Ses04M_impro02_F023,F,258.97,262.76,"If you really cared so much, you'd find a way out.",fru
Ses04M_impro02_M027,M,263.0041,267.37,There's nothing I can do.  I-- I,fru
Ses04M_impro02_F024,F,266.98,277.66,"Fine, fine.  We have to be together.  If you can't stay here, then I'll go with you.  I don't care where you go.  We'll go, too.  I'm not staying behind.",xxx
Ses04M_impro02_M028,M,277.89,281.372,They won't let you come along.  It's not going to happen.,fru
Ses04M_impro02_F025,F,281.18,287.01,"It's a free world.  I can go where I want.  Wherever you are, that's where we're going to go.",fru
Ses04M_impro02_M029,M,286.49,290.04,Are you kidding? Please don't be difficult about this.,fru
Ses04M_impro02_F026,F,289.25,296.36,Difficult.  You're leaving for a year. We have a newborn child and you're leaving.  I don't think I'm being difficult.,xxx
Ses04M_impro02_M030,M,295.95,297.14,[BREATHING],fru
Ses04M_impro02_F027,F,296.41,301.84,"I'm finding a way to make it work.  And I will go wherever you go.  Whatever I have to do, I will make this work.",fru
Ses04M_impro02_M031,M,301.26,302.46,"Look, I--",fru
Ses04M_impro02_F028,F,301.89,304.78,You're not really giving me a lot of options.,fru
Ses04M_impro02_M032,M,304.31,309.3611,Where I'm going is not the safest place on the earth.  Okay.,fru
Ses04M_impro02_F029,F,308.69,312.31,But I'm supposed to be okay with you going there.,fru
Ses04M_impro02_M033,M,312.82,317.28,But I've been trained.  You have no training.,fru
Ses04M_impro02_F030,F,318.93,322.952,I'm not going to stay here and wait.,xxx
Ses04M_impro02_M034,M,322.61,328.01,You have to.  Do you understand me?  You have to.,fru
Ses04M_impro02_F031,F,329.15,331.94,I can't do it.,xxx
Ses04M_impro02_M035,M,332.63,338.19,"Well I guess we're at a stalemate then, aren't we?",fru
Ses04M_impro03_M000,M,7.03,20.15,"So, um, well, I just -- I kind of wanted to, you know, tell you that I'm actually -- I proposed to Kate and we're going to get married.",xxx
Ses04M_impro03_F000,F,19.58,21.58,"Wait, what?",xxx
Ses04M_impro03_M001,M,21.0,27.93,"Yeah. Yeah, I proposed to her yesterday. We're getting -- we're engaged now and we're going to -- we're going to get married in about eight months.",xxx
Ses04M_impro03_F001,F,27.44,30.4,"Oh, my God.  Congratulations.",xxx
Ses04M_impro03_M002,M,29.03,30.99,"Yeah, it's pretty amazing, huh?",exc
Ses04M_impro03_F002,F,30.52,34.34,I can't -- how did you do it?  What happened?,exc
Ses04M_impro03_M003,M,33.74,40.03,Well I decided to take her sailing,xxx
Ses04M_impro03_M004,M,40.06,51.76,"and we were just out on the water and, you know, I just -- I had the ring with me.  And I was like let's do this.  And she was like okay and then we're getting married.",xxx
Ses04M_impro03_F003,F,49.84,55.0554,[LAUGHTER] Well you paint a romantic picture.,exc
Ses04M_impro03_M005,M,54.75,58.48,"Well I didn't want it to be like cheesy, you know.",hap
Ses04M_impro03_F004,F,58.03,59.78,Did she cry?,exc
Ses04M_impro03_M006,M,59.4344,65.86,"She didn't cry, but she was laughing a lot and it was very exciting, so...",hap
Ses04M_impro03_F005,F,65.14,68.56,"Oh, my God.  How long have you been planning on doing this?",exc
Ses04M_impro03_M007,M,67.81,74.05,"Honestly, it was kind of quickly.  It was actually only in the past couple months.",hap
Ses04M_impro03_F006,F,73.62,79.83,I can't believe this.  You're getting married. It's crazy!,exc
Ses04M_impro03_M008,M,74.39,84.13,"Yeah. Yeah. So- I know.  I know. I know.  It's weird 'cause it's like the beginning of the rest of my life, you know.",hap
Ses04M_impro03_F007,F,82.87,84.8,"Yeah, it is.",exc
Ses04M_impro03_M009,M,84.31,91.09,"But uh- no, I mean, you know.  You know, I really want you to like, you know, sort of",hap
Ses04M_impro03_M010,M,91.12,100.68,"help Kate out with like planning stuff. I mean, if you want to.  I mean, you guys are good friends anyway so I figured, you know, if you guys want to like -- I mean, you know, I'm sure you enjoy that kind of thing.",xxx
Ses04M_impro03_F008,F,99.83,103.34,"Yeah, I would love to. Thanks. [LAUGHTER]",exc
Ses04M_impro03_M011,M,101.1,104.47,Okay. Well there you go.,exc
Ses04M_impro03_F009,F,103.89,108.46,"Oh, my God, where -- have you guys talked about where you're going to get married or--",exc
Ses04M_impro03_M012,M,106.68,111.5215,I think we're going to -- we're going to -- we want to do it in Hawaii and just fly everybody in.,xxx
Ses04M_impro03_F010,F,110.8553,113.25,"Oh, my God.",exc
Ses04M_impro03_M013,M,112.74,121.87,"I just -- 'cause, I mean, Hawaii just has like the best fruit buffets.  And so I'm just going to say forget, you know, all like kind of meats and all that stuff.",xxx
Ses04M_impro03_M014,M,121.89,127.44,"It's just going to be like a all fruit--fruit buffet wedding, plus a cake.",xxx
Ses04M_impro03_F011,F,126.36,131.12,Are you going to get married like on the beach barefoot or like fancier?  Like in a church.,exc
Ses04M_impro03_M015,M,129.68,131.06,Barefoot?,exc
Ses04M_impro03_F012,F,131.14,133.7004,Well I don't know.  Throwing it out there.,exc
Ses04M_impro03_M016,M,131.43,136.69,"Um, no, no, no.  It'll be in like a park near the beach.",xxx
Ses04M_impro03_F013,F,135.93,137.55,Okay.,xxx
Ses04M_impro03_M017,M,136.99,142.99,Yeah.  But I'm really excited.  So and everybody's going to come out and it'll be a great time.  And--,exc
Ses04M_impro03_F014,F,142.35,148.97,"Are you going to have a big wedding or like keep it really small like just, you know, family and really close friends?  Or, I mean--",xxx
Ses04M_impro03_M018,M,147.43,158.33,"It'll be kind of small, but not, you know, not tiny, you know.  I want to have, you know, as many people as we can afford to fly out to Hawaii and put up there for--",xxx
Ses04M_impro03_F015,F,156.51,160.29,It's so exciting.  What's the ring look like?,exc
Ses04M_impro03_M019,M,159.7195,165.42,It's big and shiny.  I don't know.  It's silver and--,exc
Ses04M_impro03_F016,F,163.88,166.98,Big and shiny.  You're such a guy. [LAUGHTER],exc
Ses04M_impro03_M020,M,165.62,177.2881,"Yeah, I don't know. [LAUGHTER] But, yeah, so anyway -- well I wanted to tell you that, you know, 'cause you're one of my good friends and you're Kate's- one of her best friends and-",hap
Ses04M_impro03_F017,F,175.25,180.18,I'm so excited for you. That's great. I'm so-,exc
Ses04M_impro03_M021,M,177.32,186.4,"Yeah, yeah. She was actually -- she was going to tell you but I told her that I wanted to tell you and she had to work today anyway, so I decided to-",hap
Ses04M_impro03_F018,F,185.28,187.33,Well I'm glad you told me.,xxx
Ses04M_impro03_M022,M,186.95,188.77,"Yeah, yeah.",hap
Ses04M_impro03_F019,F,187.57,191.5,It's fantastic.  I -- congratulations. It's amazing.,exc
Ses04M_impro03_M023,M,189.44,200.2371,"Thank you.  I'm really -- I'm really excited.  And it's -- I don't know, it's like a little -- it's like a little scary, 'cause I'm like, ah, you know, it's the first time I've ever done anything like this.",exc
Ses04M_impro03_M024,M,200.2763,217.5,"But, you know, it's like I really love her and I really just -- I can't imagine spending my life with anybody else but her.  So, you know, it's like I know that's the right thing.  And if you have to, you know, if you have to question that, you know, don't- don't do it.  So we're going to do it.",hap
Ses04M_impro03_M025,M,217.5292,229.46,"And it's going to -- the -- you know, I told her that I just -- I want the color brown to be as an integral in the wedding.  And, um, maybe some greens and blues.",hap
Ses04M_impro03_F020,F,227.18,229.65,And how did she feel about that?,xxx
Ses04M_impro03_M026,M,229.48,230.94,She's okay with it.,hap
Ses04M_impro03_F021,F,230.49,234.71,Well that's good.  It'll be a great wedding.  You're willing to compromise on things.,xxx
Ses04M_impro03_M027,M,233.29,236.61,"Exactly, exactly, exactly.  So--",xxx
Ses04M_impro03_F022,F,236.0,243.04,She's going to let you have say in the wedding choices?  That's pretty impressive. Very forward-thinking woman. [LAUGHTER],xxx
Ses04M_impro03_M028,M,239.45,246.69,"Well, I mean I just told her--Well I just said, you know, hey, these are my suggestions.",hap
Ses04M_impro03_F023,F,246.56,248.29,And brown.,xxx
Ses04M_impro03_M029,M,246.72,252.38,All fruit and the color brown. Just that. That's all- that's my only request.,hap
Ses04M_impro03_F024,F,250.65,254.55,This is why men don't plan weddings. [LAUGHTER],hap
Ses04M_impro03_M030,M,252.67,259.24,Yeah.  Well maybe--maybe you're right. Maybe there's something to that.,hap
Ses04M_impro03_F025,F,255.72,259.41,All fruit and brown. [LAUGHTER],exc
Ses04M_impro03_M031,M,259.3139,265.93,"So, um, anyway, do you want to order now?   So, um I mean--",neu
Ses04M_impro04_M000,M,7.3,18.43,"Oh, man, I just -- I don't know what to do.  I don't know what to do.  It's like every job, you know, I go to; every job I apply to,",fru
Ses04M_impro04_M001,M,18.48,35.21,"it's just like nobody- nobody wants to hire me. It's been years, I mean, do you understand, years?  Like, I'm -- you know what I mean, it's like I've been collecting unemployment for so long now, it's just like I just -- I can't take it.  I don't know what to do.  I mean, I'm just like losing my mind.",fru
Ses04M_impro04_F000,F,35.3735,38.55,Well there has to be something you haven't tried.,neu
Ses04M_impro04_M002,M,38.34,46.5,"I-I'm not kidding.  I've tried everything.  Like I've gone to every business and local, you know,",fru
Ses04M_impro04_M003,M,46.55,52.89,"local business in- in the area and I can't- I can't get anything.  Like, nobody -",fru
Ses04M_impro04_F001,F,55.8,58.01,What about like a temp agency?,neu
Ses04M_impro04_F002,F,58.01,61.47,"Have you gone, like, signed up with a temp agency?  Maybe they can help.",neu
Ses04M_impro04_M004,M,52.91,57.0,"there's just like no jobs available.  I mean, it's just like, God.",neu
Ses04M_impro04_M005,M,59.75,69.33,"Yeah, I tried that.  And there was like, yeah, like I did like one thing once.  But, like, that's not -- it doesn't last very long.  And it's not enough to live on.",fru
Ses04M_impro04_F003,F,69.0,74.24,"Right, but you have -- I mean, you have to keep on them.  You have to keep calling and reminding them that you're still looking and",neu
Ses04M_impro04_F004,F,74.24,76.81,"I mean, you have to be really aggressive about it.",neu
Ses04M_impro04_M006,M,73.74,75.94,"Yeah, I do.  I do.  You don't understand.",fru
Ses04M_impro04_M007,M,75.94,82.2055,I- You don't understand. I don't have a job.  All- My job is to look for a job.  I don't do anything else.,fru
Ses04M_impro04_M008,M,82.2472,90.87,"But, like, it's been years now and I just can't seem to get anything that really fits.  It's just it -- I -- it drives me absolutely insane.",fru
Ses04M_impro04_F005,F,89.52,99.51,"Well, I mean, if it's that bad, maybe you're gonna have to take something that doesn't really fit, you know.  Like maybe you'll have to do something else for a while.  Find a new field, new skill.",neu
Ses04M_impro04_M009,M,98.52,109.42,"No, no, no, no, no.  I can't- I can't do that.  I can't, I- because if I'm not- if I'm not- if I'm not doing something that I love, then I can't -- I can't- I mean it's- what's the point?",fru
Ses04M_impro04_F006,F,109.09,111.63,"Well then you're choosing to be unemployed, really.",neu
Ses04M_impro04_M010,M,113.38,115.61,I'm not choosing. I'm not-,fru
Ses04M_impro04_F007,F,111.63,118.5,"If you're not willing to try and work with it and find something and, you know, I mean, there are things you could do.",neu
Ses04M_impro04_M011,M,116.21,122.44,"No, but I'm try- but like all the things that I-it's like I apply to all these places and none of them",fru
Ses04M_impro04_M012,M,122.44,133.2,"-- I mean, I don't understand.  It's like -- I mean, I feel like I'm qualified enough.  I just don't understand.  Like, I mean, it's just like a matter of circumstance, but it's been three years, you know, three years.",fru
Ses04M_impro04_F008,F,131.95,141.64,"Well maybe, you know, your luck it is just down and the market for your particular field is down and maybe you just need to look into doing something else for a while.",neu
Ses04M_impro04_M013,M,141.18,143.78,This is stupid.,fru
Ses04M_impro04_F009,F,144.61,147.65,"I mean, I'm not saying that you should, you know--",neu
Ses04M_impro04_M014,M,147.34,149.5,"You know what, this is your fault.",fru
Ses04M_impro04_F010,F,149.09,150.41,Excuse me?,sur
Ses04M_impro04_M015,M,150.03,161.47,It's your fault 'cause -cause you always told me to- to do this and I did that instead.  And I didn't take your advice and - and- but you sort of were like were telling--,fru
Ses04M_impro04_F011,F,160.11,162.83,It's my fault 'cause you didn't do what I told you to?,neu
Ses04M_impro04_M016,M,161.82,163.49,"Yeah, exactly.",fru
Ses04M_impro04_F012,F,163.05,164.83,Well that sounds like your fault.,neu
Ses04M_impro04_M017,M,164.27,165.55,Yeah.,fru
Ses04M_impro04_F013,F,165.39,168.72,You didn't do what I told you to do.,neu
Ses04M_impro04_M018,M,168.38,177.76,That's 'cause you always tell me to do the wrong thing.  And I thought this time it was -- I was gonna be right by going with the opposite thing. So it's your fault because,fru
Ses04M_impro04_M019,M,177.79,185.78,"-because you were always wrong and-and-and this time you were right. And-and I didn't -- yeah, that's why.",fru
Ses04M_impro04_F014,F,185.43,189.32,That's amazing logic that you managed to turn that around and make it my fault.,xxx
Ses04M_impro04_M020,M,188.77,191.83,"Well, I mean, it makes sense, doesn't it, hmm?",neu
Ses04M_impro04_F015,F,190.59,195.43,I think maybe you can't get employed because you aren't willing to take responsibility for your own actions.,neu
Ses04M_impro04_M021,M,195.3,199.72,That's not true.  I take responsibility for my own actions.,neu
Ses04M_impro04_F016,F,198.9,201.9,Really?  Whose fault is it you don't have a job?,neu
Ses04M_impro04_M022,M,202.2,205.9,Yours.  I don't--,neu
Ses04M_impro04_F017,F,203.47,204.9301,[LAUGHTER],neu
Ses04M_impro04_F018,F,205.9042,208.68,"You see what you just did there, though?",xxx
Ses04M_impro04_M023,M,208.3393,216.51,"I had- No, I don't.  I'm sorry.  I just totally screwed this one up.  You can stop it I guess.",oth
Ses04M_impro05_M000,M,4.7502,9.71,"Yeah, hi.  Look--Um, okay.  Here's the thing.",fru
Ses04M_impro05_F000,F,6.17,8.24,"Hi, how can I help you?",neu
Ses04M_impro05_M001,M,9.73,12.97,Just arrived from London--,xxx
Ses04M_impro05_F001,F,12.71,14.7,Mmhmm.,neu
Ses04M_impro05_M002,M,14.65,18.99,lost my luggage. Your airline--,fru
Ses04M_impro05_F002,F,16.78,18.57,I'm sorry.,neu
Ses04M_impro05_F003,F,18.64,19.49,Right.,neu
Ses04M_impro05_M003,M,19.13,24.79,"lost my luggage. I didn't lose it. No, it's not like I left it somewhere and somebody took it.",fru
Ses04M_impro05_F004,F,19.51,20.7966,"Oh, oh, you didn't.",xxx
Ses04M_impro05_F005,F,21.012,22.392,I thought you lost your luggage.,xxx
Ses04M_impro05_M004,M,24.79,33.83,"It was lost.  I waited on the conveyor -- near the conveyor belt to see, you know, where -- then the baggage claim and see if it would- it would come out.",fru
Ses04M_impro05_M005,M,33.85,44.14,"Didn't come out.  I spoke to somebody, a local authority figure.",fru
Ses04M_impro05_M006,M,44.16,56.15,"And he told me to come to this desk here so I can, uh, at least get, uh, the hundred- hundred and fifty dollars that- that I'm owed for my loss.",fru
Ses04M_impro05_M007,M,56.61,64.66,'Cause that's roughly how much the bag plus all its contents was worth.,fru
Ses04M_impro05_F006,F,64.405,69.28,"Uh. Okay.  I -- first of all, I'm very sorry you lost your bag.",neu
Ses04M_impro05_F007,F,69.3126,73.04,"Um, but, actually, our policy is a fifty dollar",neu
Ses04M_impro05_M008,M,73.41,75.31,fifty dollars?,ang
Ses04M_impro05_F008,F,73.04,76.7,refund--coverage of the bag that was lost. yes,neu
Ses04M_impro05_M009,M,75.35,77.84,"fifty dollars. No way, no.",ang
Ses04M_impro05_F009,F,77.5,79.64,"That's our policy, sir.",neu
Ses04M_impro05_M010,M,78.31,81.46,"I don't but the thing is, I don't care about your policy.",ang
Ses04M_impro05_M011,M,81.46,82.89,You understand?,ang
Ses04M_impro05_M012,M,82.92,91.56,"What I want you to do is I want you to write three of those, as if I were three people.  Okay.  You can write -- you can just put my name on all --",fru
Ses04M_impro05_F010,F,89.87,92.7589,I can't do that.,neu
Ses04M_impro05_M013,M,92.1431,96.2016,But what I'm telling you is that's what you're going to do.,fru
Ses04M_impro05_F011,F,95.5859,100.28,"Uh, no, actually, no I'm not.",xxx
Ses04M_impro05_M014,M,98.45,103.84,"No, no, because, look, I don't care what your policy says.  I mean--",ang
Ses04M_impro05_F012,F,102.73,108.57,I'm very sorry.  I understand you're frustrated. You just got off of a flight.,fru
Ses04M_impro05_M015,M,104.72,111.12,You understand that the contents of my bag- The contents of my bag cost a hundred and fifty dollars.,ang
Ses04M_impro05_M016,M,111.1763,112.7157,You--,ang
Ses04M_impro05_F013,F,112.32,114.15,We'll cover fifty.,neu
Ses04M_impro05_M017,M,113.67,122.36,No.  No.  No.  What I need you to do -- I need you to write checks for -- I need you to write three of them. That'll be satisfactory.,ang
Ses04M_impro05_F014,F,123.25,125.49,We only cover fifty do-,fru
Ses04M_impro05_M018,M,122.39,126.68,"Just -- you can fill out the form--We can fill out - no, no, no, we can fill out the form three times.",ang
Ses04M_impro05_F015,F,128.05,132.85,We only cover fifty dollars worth of lost items.,fru
Ses04M_impro05_M019,M,126.68,130.35,And then that'll be that. It's going to be fine. Just-,fru
Ses04M_impro05_M020,M,130.4,137.18,"I'm going to get very upset.  Like, I mean, I'm- I'm upset right now but I'm going to get really upset if you- if you don't do the check thing.",xxx
Ses04M_impro05_F016,F,132.87,134.79,I'm very sorry.,fru
Ses04M_impro05_F017,F,135.65,139.2448,I'm very sorry.  I understand you're upset.  You just got off a long flight.,neu
Ses04M_impro05_M021,M,138.18,144.95,"You don't understand. You don't understand, actually.  You don't understand because it was my luggage that was lost.  Okay.",fru
Ses04M_impro05_F018,F,139.2728,142.67,We really -- we want to work with you. We really -- we want to help.,fru
Ses04M_impro05_F019,F,143.46,147.47,I understand that.  I would know if it was mine. Um-,neu
Ses04M_impro05_M022,M,147.12,151.5,"Yeah.  If it was yours, but it's not. It's mine.  Okay. So just--",ang
Ses04M_impro05_F020,F,148.43,151.23,But it's not.  It's yours.  I understand.,neu
Ses04M_impro05_F021,F,151.23,157.02,I know.  We want to work with you.  We will give you the fifty dollars but I'm--,fru
Ses04M_impro05_M023,M,155.04,165.17,"No, it's not going to be -- but it's not going to be fifty, it's going to be a hundred and fifty.  You're going to write three, you understand, three of- of the forms.  You're going to write three of them out and then give it to me.",xxx
Ses04M_impro05_F022,F,165.02,170.61,"Yeah, we don't do that.  I can go ahead and send you--",fru
Ses04M_impro05_M024,M,168.21,172.34,You- you- you- you're misunderstanding me.  You're going to do that.,fru
Ses04M_impro05_F023,F,171.8,180.95,"We will definitely keep an eye out for your bag. We will try to find it.  We will, you know, fill out the form for missing items.",fru
Ses04M_impro05_M025,M,179.4,187.57,"Look, can I just -- can I speak to your manager, please?  'Cause I- I really -- I don't, um -- I mean, I just don't want to deal with -- I know that -- I mean, I know this isn't your fault,",fru
Ses04M_impro05_F024,F,190.97,194.77,No one can make the three check thing happen 'cause we don't do that.,fru
Ses04M_impro05_F025,F,194.77,197.06,I can write you the one check.,fru
Ses04M_impro05_M026,M,187.59,191.52,but I need to speak to somebody who can make the three check thing happen.,ang
Ses04M_impro05_F026,F,197.18,202.95,All- all that my supervisor could do is the exact same thing that I'm offering to do.,fru
Ses04M_impro05_M027,M,194.67,198.67,"But what I'm talk -- but I'm just,just- please let me--",fru
Ses04M_impro05_M028,M,201.7,211.5484,But if I could just speak directly -- if I could just speak directly to your-- to your superior person,fru
Ses04M_impro05_F027,F,203.01,206.07,"I'd be happy to give you a cup of coffee, too.",fru
Ses04M_impro05_F028,F,206.09,210.63,We'll just throw that in--gratuitously.,fru
Ses04M_impro05_M029,M,211.5826,221.19,then that would be helpful to me because I just feel like if- you don't think you have the power to write three checks but you actually do. see?,fru
Ses04M_impro05_F029,F,219.85,223.6121,"No, I don't. See, I could lose my job if I did that.",fru
Ses04M_impro05_M030,M,223.2483,229.34,But your job is not my concern. My concern is getting my luggage.,fru
Ses04M_impro05_F030,F,226.52,229.04,And your bag is not my concern.,fru
Ses04M_impro05_F031,F,229.04,233.49,The fifty dollars I'm going to give you for your bag is really all I'm concerned with.,fru
Ses04M_impro05_M031,M,231.28,235.2,"Look, I don't -- look, can we just not argue about this.  Like--",fru
Ses04M_impro05_F032,F,234.17,238.52,I'm more than happy to not argue about it.  I will give you your fifty dollar certificate.,fru
