utterance_id,text,label
Ses03F_script03_2_F008,"Well, it's true.",neutral
Ses03F_script03_2_F013,It's become a habit with you.,neutral
Ses03F_script03_2_F014,Don't be so stupid.,angry
Ses03F_script03_2_F015,What?,angry
Ses03F_script03_2_F017,"It's a woman's job to allure the man. Watch me, won't you, a minute?",neutral
Ses03F_script03_2_F018,"No, it isn't.",angry
Ses03F_script03_2_F023,"I don't care. I don't care, do you understand? I don't care if they bark, if they roll over on the floor like hoops.",angry
Ses03F_script03_2_F026,You are quite insufferable. I suppose it's because you're drunk.,angry
Ses03F_script03_2_F035,Turn it on.,angry
Ses03F_script03_2_F037,I will not. Go away. Go away. I hate you.,angry
Ses03F_script03_2_F038,"Listen, indeed. No, no, no, no. I am sick and tired of listening to you, you sadistic bully.",angry
Ses03F_script03_2_F039,"Stop it, stop it, I hate you, I loath you, you are overbearing and conceited and utterly impossible.",angry
Ses03F_script03_2_F040,This is the end. Do you hear? The end. Now and forever.,angry
Ses03F_script03_2_F041,"Oh, yes I am.",angry
Ses03F_script03_2_F042,"Yes I am. Let go of me. I hate you and I loath you. God, I can't believe I just finally realized how you are. I am never marry you. Never. Never, never, never. I would rather die in torment.",angry
Ses03F_script03_2_F043,"Beast or brute cad, swine beast beast brute.",angry
Ses03F_script03_2_M000,"As a matter of fact, the real cause of that row was Peter Burden.",angry
Ses03F_script03_2_M001,I knew nothing of the sort. You took presents from him.,angry
Ses03F_script03_2_M002,I remember it well. Bristling with diamonds. In the worst possible taste.,angry
Ses03F_script03_2_M005,You let him kiss you. You said so.,angry
Ses03F_script03_2_M007,What about me?,angry
Ses03F_script03_2_M008,"That's a nice point of view, I must say.",angry
Ses03F_script03_2_M009,Are you bored with this conversation?,neutral
Ses03F_script03_2_M010,So am I. Bored stiff. Want some brandy?,neutral
Ses03F_script03_2_M011,"I'll have a little, I think.",neutral
Ses03F_script03_2_M012,"No particular reason. Anyhow, they were very small ones.",neutral
Ses03F_script03_2_M014,You needn't be so grand just because you don't happen to want some yourself at the moment.,angry
Ses03F_script03_2_M015,"Really, Amanda.",angry
Ses03F_script03_2_M016,Nothing.,angry
Ses03F_script03_2_M017,"Going somewhere, dear?",angry
Ses03F_script03_2_M020,"Yes, it is.",angry
Ses03F_script03_2_M024,They snap.,angry
Ses03F_script03_2_M026,did you see much of Peter Burden after our divorce?,angry
Ses03F_script03_2_M027,"I imagine that you let him kiss you quite a bit more then, didn't you?",angry
Ses03F_script03_2_M028,You had a riotous-must have had a riotous time. No restraint at all. Very enjoyable. You never had much anyhow.,angry
Ses03F_script03_2_M029,I'm not in the least bit drunk.,angry
Ses03F_script03_2_M030,"Okay. As I mentioned before, I said I had three very minute liquor glasses. That's hardly enough to get a child of two drunk.",angry
Ses03F_script03_2_M034,"Well, I suppose the people downstairs then.",angry
Ses03F_script03_2_M035,This is no time of the year for Tunis.,neutral
Ses03F_script03_2_M038,Turn it off.,angry
Ses03F_script03_2_M039,"Oh, very amusing, indeed. Amanda, listen-",angry
Ses03F_script03_2_M040,Very amusing indeed.,angry
Ses03F_script03_2_M041,"You know, you're a vile, ill-tempered, wicked little beast and I hope that I never see you again as long as I live.",angry
Ses03F_script03_2_M042,"No, you're not going out like this. No you're not.",angry
Ses03F_script03_2_M043,"Oh, shut up. Shut up. Shut up.",angry
Ses03F_script03_2_M044,"I wouldn't marry you again if you came back crawling to me on your hands and knees because you're vile. You're a mean, evil-minded little vampire and I hope to God I never set eyes on you again.",angry
Ses03M_impro01_F000,Is that a demand sir?,neutral
Ses03M_impro01_F003,No.  You filled out the back part.  You were supposed to fill out the front portion only.,neutral
Ses03M_impro01_F022,Okay.  I'm going to call security. Security!,angry
Ses03M_impro01_F025,"This entire time you're fighting with me sir, you could've finished the form and already been half way-- No.  Get out.",angry
Ses03M_impro01_M004,What are you talking about?  It says fill out that part.,angry
Ses03M_impro01_M011,I'm not going anywhere.  I'm staying right here.,angry
Ses03M_impro01_M012,"Hey,uh-- Well that's too bad cause I'm getting my license right now.",angry
Ses03M_impro01_M014,"Hey, no, give me that back.",angry
Ses03M_impro01_M015,-- No.  I'm not waiting...I'm not coming back again.  I don't have time to come back five days.,angry
Ses03M_impro01_M017,Yes I will.  I'll have this [GARBAGE],angry
Ses03M_impro01_M019,Fine.  Call your supervisor.  Ask supervisor over,angry
Ses03M_impro01_M023,No.  I'm not going anywhere.  I'm staying here-- I am filling out right now okay just calm down. I'm filling out right now-- Just take the god damn piece of paper.,angry
Ses03M_impro01_M028,I did finish one.  Take it.,angry
Ses03M_impro01_M029,What is wrong with you?,angry
Ses03M_impro02_F000,Um.,happy
Ses03M_impro02_F003,Why the sad face?,happy
Ses03M_impro02_F013,Do this whole thing by myself?,sad
Ses03M_impro02_F014,Carry her for nine months and then yes.,sad
Ses03M_impro02_F015,It's not the same thing.  It's not like having you here.,sad
Ses03M_impro02_F016,I can't do this.,sad
Ses03M_impro02_F017,I'm sick of being strong-- --for us.,sad
Ses03M_impro02_F022,"and watch our child grow, see her take her first steps, her first words.",sad
Ses03M_impro02_F023,You said two years.,sad
Ses03M_impro02_F024,A whole year? --We're not talking about like a couple months here.  I mean this is a whole year.,sad
Ses03M_impro02_F025,What could happen in a year?,sad
Ses03M_impro02_F026,And this isn't the first time you know?  I mean you always...sending you off to different places and...,sad
Ses03M_impro02_F027,I don't know if that's how I want to live my life.,sad
Ses03M_impro02_F028,"Joe I'm serious I don't want to have to have a little girl to tell...asking every day where's daddy, where's daddy and have to tell her that he's away--",sad
Ses03M_impro02_F029,far away and he won't be here.,sad
Ses03M_impro02_F030,I'm done.  I can't honey.,sad
Ses03M_impro02_F031,It's over.,sad
Ses03M_impro02_F032,Honey I can't do it anymore.,sad
Ses03M_impro02_F033,I need you here.  Anna needs you.,sad
Ses03M_impro02_F034,yeah.,sad
Ses03M_impro02_M000,Hey sweetie.,sad
Ses03M_impro02_M001,Hey.,sad
Ses03M_impro02_M002,"Uh, -Um",sad
Ses03M_impro02_M003,they need me out there sooner than I thought,sad
Ses03M_impro02_M004,They want to deploy me next week.,sad
Ses03M_impro02_M005,For--,sad
Ses03M_impro02_M006,They said anywhere from two to three years.,sad
Ses03M_impro02_M011,No.,sad
Ses03M_impro02_M012,Honey you're not going to be by yourself--,sad
Ses03M_impro02_M013,"We'll have internet set up, we'll get web cameras and everything.  My whole family's here too.",neutral
Ses03M_impro02_M015,"You can do it.  Alright?  You can, you can be strong, you can be strong for both of us alright?",neutral
Ses03M_impro02_M016,I don't know what to do.,sad
Ses03M_impro02_M019,You know I can't say no.,sad
Ses03M_impro02_M024,Honey after a year I can be back.,sad
Ses03M_impro02_M025,They want me there two years but I could probably get,sad
Ses03M_impro02_M026,maybe get some vacation-- --once it quiets down there.,sad
Ses03M_impro02_M027,I know.  I know.  But they really need some good guys there.,sad
Ses03M_impro02_M028,Well that's the kind of work I'm in honey.,sad
Ses03M_impro02_M029,It's just going to be--it's going to go faster than you think.,sad
Ses03M_impro02_M030,You tell her-- [BREATHING],sad
Ses03M_impro02_M031,What do you mean?,sad
Ses03M_impro03_F012,She actually asked if it was real?  I would've probably asked the same thing considering you were in Chuck E. Cheese.,happy
Ses03M_impro03_F015,"Yeah.  That's, you know, okay.",neutral
Ses03M_impro03_F016,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor.  I mean your dad makes... okey",happy
Ses03M_impro03_F017,You had the mouse?,happy
Ses03M_impro03_F018,Isn't it a rat?  It's a rat.  Chuck E. Cheese?,neutral
Ses03M_impro03_F021,"Okay, that is really cheesy Joe.",happy
Ses03M_impro03_F022,Oh that's kind of sweet.,happy
Ses03M_impro03_F025,She said sure?,happy
Ses03M_impro03_F026,Sure?  Who says sure?  You say yes...I don't like--,happy
Ses03M_impro03_F027,How long have you guys been going out?,happy
Ses03M_impro03_F033,She must be hot.,happy
Ses03M_impro03_F036,You still act like a boy.  And men take a lot longer to grow----I will tell you.,neutral
Ses03M_impro03_M012,Sara and I--,happy
Ses03M_impro03_M014,She wanted...she always wants something spontaneous.,happy
Ses03M_impro03_M015,"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway?",happy
Ses03M_impro03_M016,So Okay then and.,happy
Ses03M_impro03_M017,"I got all the character animals to do a conga line,",happy
Ses03M_impro03_M018,"dim down the lights and uh, I got on one of the tables pulled her up.",happy
Ses03M_impro03_M019,Yeah.,happy
Ses03M_impro03_M020,"Chucky...I don't know.  I don't know. Anyways, I pull her up and I go, I go Sarah",happy
Ses03M_impro03_M021,"You're my guiding light, then they put on that song the I've had the time of my life, that song.",happy
Ses03M_impro03_M028,About two and a half weeks.,neutral
Ses03M_impro03_M029,Two and ...  We love each other. Yeah.,happy
Ses03M_impro03_M030,"You got to meet her, she's wonderful.",happy
Ses03M_impro03_M031,She just graduated from high school and----she's planning to apply for colleges----and stuff.She's so great.  She has so much life and energy and stuff.,happy
Ses03M_impro03_M032,"Yeah, she is good-looking.",happy
Ses03M_impro03_M033,I'm twenty eight years old.,neutral
Ses03M_impro03_M038,I'm still working at my parents' restaurant. Busing tables.,neutral
Ses03M_impro03_M039,Oh that's great. My mom said we can move in with her again if we run out of money.,happy
Ses03M_impro04_F001,"Well have you been trying to get a job, look for a job or...?",neutral
Ses03M_impro04_F003,Well what are you looking for?  I mean--,neutral
Ses03M_impro04_F004,"Well, okay. Well that's--",neutral
Ses03M_impro04_F007,Yeah.,sad
Ses03M_impro04_F008,Yeah.,sad
Ses03M_impro04_F014,I am...just like a law clerk.,neutral
Ses03M_impro04_F015,"Well, I'm moving up.  I mean it could be...",neutral
Ses03M_impro04_F023,"Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--",neutral
Ses03M_impro04_F025,"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?",neutral
Ses03M_impro04_F029,You got to be positive man.  You got to try to just--,neutral
Ses03M_impro04_F030,But you got to be real about it.  You have to...,neutral
Ses03M_impro04_F031,Sixteen hundred.,neutral
Ses03M_impro04_F032,Twenty-one hundred?,neutral
Ses03M_impro04_M000,I'm just so tired all the time.,sad
Ses03M_impro04_M004,Cause I went to Harvard.,angry
Ses03M_impro04_M008,I'm smarter than half the people I work for.,angry
Ses03M_impro04_M014,Oh yeah?  What kind of jobs they got?,neutral
Ses03M_impro04_M024,Yeah.  It's alright.  But--,neutral
Ses03M_impro04_M026,No.,sad
Ses03M_impro04_M030,Maybe I'll just kill myself.,sad
Ses03M_impro04_M031,I was just joking...,sad
Ses03M_impro04_M038,Same difference.,neutral
Ses03M_impro04_M041,"Like, wow you're really smart we're going to give you an extra [GARBAGE].",happy
Ses03M_impro05a_F000,Can I help you sir?,neutral
Ses03M_impro05a_F001,"Well, let me just check on that for you.  Where are you coming--?",neutral
Ses03M_impro05a_F002,"Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here.",neutral
Ses03M_impro05a_F005,Okay and this is direct flight?,neutral
Ses03M_impro05a_F007,You're at me and I'm going to try to help you out sir but you just have to cooperate with me--,neutral
Ses03M_impro05a_F008,How many pieces of luggage do you have checked in?,neutral
Ses03M_impro05a_F009,Eight pieces of luggage.  Okay.,neutral
Ses03M_impro05a_F011,I'm sorry sir.,neutral
Ses03M_impro05a_F012,I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--,neutral
Ses03M_impro05a_F014,Yes--it is,neutral
Ses03M_impro05a_F016,"Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?",neutral
Ses03M_impro05a_F018,"Sir, I just...you need to calm down is what needs to happen right now.",angry
Ses03M_impro05a_F021,"Please, please",neutral
Ses03M_impro05a_F023,Okay.  We can get it here in about seven to ten business days.,neutral
Ses03M_impro05a_F024,"Yes.  Well, because--",neutral
Ses03M_impro05a_F025,I am the manager sir.,neutral
Ses03M_impro05a_F028,What is your name?,angry
Ses03M_impro05a_M000,Yes you can help me.  Where is my luggage?,angry
Ses03M_impro05a_M001,Yeah.  You do that.  I'm coming from Baltimore.  You know where that is?,angry
Ses03M_impro05a_M002,I had eight hundred pounds of luggage.,angry
Ses03M_impro05a_M003,Okay.  Check.,angry
Ses03M_impro05a_M004,Is it there?,angry
Ses03M_impro05a_M005,Yes.,angry
Ses03M_impro05a_M006,You don't know where we're at?,angry
Ses03M_impro05a_M007,God.,angry
Ses03M_impro05a_M010,Okay.  What do you want?,angry
Ses03M_impro05a_M011,Eight.  And they're all gone.,angry
Ses03M_impro05a_M012,And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?,angry
Ses03M_impro05a_M013,It's my mother's funeral tomorrow and the urn is in the suitcase.,angry
Ses03M_impro05a_M014,Yeah.,angry
Ses03M_impro05a_M016,"Oh, oh, that's a good deduction.",angry
Ses03M_impro05a_M017,"Sherlock Holmes.  God, where's my luggage?",angry
Ses03M_impro05a_M018,Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.,angry
Ses03M_impro05a_M020,What is the matter with you?,angry
Ses03M_impro05a_M021,Don't yell at me.,angry
Ses03M_impro05a_M022,Oh my God.  I think a blood vessel burst in my head.,angry
Ses03M_impro05a_M023,What?,angry
Ses03M_impro05a_M024,What?  Are you kidding me?,angry
Ses03M_impro05a_M025,Give- Give me your manager right now.,angry
Ses03M_impro05a_M026,"You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?",angry
Ses03M_impro05a_M027,Whose daughter are you?,angry
Ses03M_impro05a_M028,Sir. Sir. Sir. Sir,angry
Ses03M_impro05a_M029,My name is Brent Caption.,angry
Ses03M_impro05b_F000,Can I help you sir?,neutral
Ses03M_impro05b_F001,Okay.  Well let's...well I'm going to go ahead and check on that for you.  You're coming from...where are you coming from?,neutral
Ses03M_impro05b_F002,Baltimore and this is a direct flight to LAX,neutral
Ses03M_impro05b_F003,Okay.  Let's look up here,neutral
Ses03M_impro05b_F004,Okay.  Well you um-...,neutral
Ses03M_impro05b_F005,"What I can do for you is uh we can uh report lost, lost property.",neutral
Ses03M_impro05b_F006,Yes.,neutral
Ses03M_impro05b_F007,"Well sir, if if...what I believe has happened is most of the flight was left--",neutral
Ses03M_impro05b_F008,the luggage was left in Baltimore.  Therefore--,neutral
Ses03M_impro05b_F009,"Like the luggage, the luggage on the flight.",neutral
Ses03M_impro05b_F010,No actually it was...this is the first time this has ever happened.  I don't know what happened--,neutral
Ses03M_impro05b_F011,"Well, we can give you um- hotel lodging for a night if that--",neutral
Ses03M_impro05b_F012,For tonight- For tonight sir.  Would you need to stay somewhere tonight?,neutral
Ses03M_impro05b_F013,We can do Holiday Inn or...?,neutral
Ses03M_impro05b_F014,Sir I understand that but just--,neutral
Ses03M_impro05b_F015,Did you have your name tags on the luggage?,neutral
Ses03M_impro05b_F016,"Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information.",neutral
Ses03M_impro05b_F018,What is your business?,neutral
Ses03M_impro05b_F019,"Okay.  Sir?  I am sorry to tell you this but this does happen. Uh- This is not uh- really,",neutral
Ses03M_impro05b_F020,"I mean, our airline's fault.  I don't know what happened, misplaced, something happened but we will get you--",neutral
Ses03M_impro05b_F021,"Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore.",neutral
Ses03M_impro05b_F022,Uh no I'm not.,neutral
Ses03M_impro05b_F023,"Well we have some people back there that need some firing so, but I would just really appreciate--",neutral
Ses03M_impro05b_F027,"Yes sir, Yes.",neutral
Ses03M_impro05b_F028,We can have them direct your luggage to San Diego.,neutral
Ses03M_impro05b_F029,Uh--,neutral
Ses03M_impro05b_F030,Some refreshments in the lobby?,neutral
Ses03M_impro05b_M008,Most of the...,angry
Ses03M_impro05b_M011,I'm going to San Diego tomorrow to stay with my family.  What do I need hotel lodging for hmmm?  Can you tell me that?,angry
Ses03M_impro05b_M013,Wow.  Thank you.  Holiday Inn.  Wow.  Thank...the flight cost five hundred dollars.,angry
Ses03M_impro05b_M014,"Okay, so you can put me in Holiday Inn for twenty dollar a night?",angry
Ses03M_impro05b_M015,Of course I had my name tags on the luggage.,angry
Ses03M_impro05b_M016,Soon as you...that's not good enough okay?,angry
Ses03M_impro05b_M019,I work for IBM.,neutral
Ses03M_impro05b_M020,"You misplace a lot of, eight pieces of luggage.",angry
Ses03M_impro05b_M021,Are you kidding me?,angry
Ses03M_impro05b_M022,Who are you going to fire because of that?,angry
Ses03M_impro05b_M023,"Wow.  This has never happened before.  I've not lost,",angry
Ses03M_impro05b_M024,in all thousand flights I've been on probably I can't even count how many flights I've been on.  This has never happened before.,angry
Ses03M_impro05b_M025,This is the worst customer service I've ever gotten before.,angry
Ses03M_impro05b_M026,Okay.  Get on the phone and figure out where my luggage is and tell me when it's going to get there alright?,angry
Ses03M_impro05b_M027,"And and, in about...",angry
Ses03M_impro05b_M029,Can you get it to the San Diego airport?  You get someone to drive it to my place alright? Then I get a refund for some...I get a free flight alright? I get free whatever.,angry
Ses03M_impro05b_M031,Some peanuts?  Wow.  That helps a lot.,angry
Ses03M_impro05b_M032,"Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts.  Wow.  You know what?",angry
Ses03M_impro05b_M033,I will never do business with Delta again.,angry
Ses03M_impro06_F000,How's it going?  How are you feeling?,sad
Ses03M_impro06_F001,Hanging in there?,sad
Ses03M_impro06_F002,So sad.,sad
Ses03M_impro06_F003,Yeah.,sad
Ses03M_impro06_F004,You guys were real close huh?,sad
Ses03M_impro06_F005,I'm so sorry.,sad
Ses03M_impro06_F007,What happened?  What went wrong?,sad
Ses03M_impro06_F008,Oh man.,sad
Ses03M_impro06_F009,How are they?,sad
Ses03M_impro06_F010,Yeah.  Like I mean if you need anyone to talk to or anything I'm here for you okay?,sad
Ses03M_impro06_F011,We're all here for you.,sad
Ses03M_impro06_F012,I know.,sad
Ses03M_impro06_F013,just things happen in life and you just...there's just no explanation you know?  We just don't...,sad
Ses03M_impro06_F014,Yeah.,sad
Ses03M_impro06_F015,I'm so sorry.,sad
Ses03M_impro06_F016,"Well now you can follow his footsteps, you know?  Carry out what he wanted to do.",sad
Ses03M_impro06_F017,Well sure you could.,sad
Ses03M_impro06_F018,Yeah.,sad
Ses03M_impro06_F019,I would've loved to.,sad
Ses03M_impro06_F020,Now I can't.,sad
Ses03M_impro06_M000,I ah--,sad
Ses03M_impro06_M001,alright.,sad
Ses03M_impro06_M002,Yeah.,sad
Ses03M_impro06_M003,It just feels like I was talking to him yesterday.,sad
Ses03M_impro06_M004,He was my only friend growing up.,sad
Ses03M_impro06_M005,no one else would talk to me but he would.,sad
Ses03M_impro06_M006,He was supposed to be the best man at my wedding.,sad
Ses03M_impro06_M007,Yeah.,sad
Ses03M_impro06_M008,You know I was always the one to tell him to be more wild you know?,sad
Ses03M_impro06_M009,And he just took it overboard.,sad
Ses03M_impro06_M010,You know a stupid case of drunk driving it's just...,sad
Ses03M_impro06_M011,"and the worst part of it is that he was in the car with his girlfriend,",sad
Ses03M_impro06_M012,his girlfriend got killed too.,sad
Ses03M_impro06_M013,And the car that he hit was his family.,sad
Ses03M_impro06_M014,The mother and father died--,sad
Ses03M_impro06_M015,and the kids are paralyzed in a coma right now.,sad
Ses03M_impro06_M016,and just going to the funeral it's-,sad
Ses03M_impro06_M017,"-do I miss him or do I hate him, you know?",sad
Ses03M_impro06_M018,I was supposed to see him last summer,sad
Ses03M_impro06_M019,then I got busy with work and stuff and three years go by,sad
Ses03M_impro06_M020,and then something like this happens you know?,sad
Ses03M_impro06_M021,I mean I haven't even talked to him on the phone for the past three months.,sad
Ses03M_impro06_M022,He's supposed to be my best friend.,sad
Ses03M_impro06_M023,It's so fucked up.,sad
Ses03M_impro06_M024,Why is that?,sad
Ses03M_impro06_M025,He was studying to be a doctor.,sad
Ses03M_impro06_M026,"I mean he was...he wanted to help people in poor countries, that is his goal.  He didn't care about the money.  He just wanted to go and help people.",sad
Ses03M_impro06_M027,What the...what am I doing?,sad
Ses03M_impro06_M028,Working for corporate America?  Wow.,sad
Ses03M_impro06_M029,He actually wanted to do something.,sad
Ses03M_impro06_M030,I can't do that.,sad
Ses03M_impro06_M031,You should've met him.,sad
Ses03M_impro06_M032,He is the greatest...everyone liked him.,sad
Ses03M_impro07_F000,Hey.  How's it going?  I haven't seen you in awhile.,happy
Ses03M_impro07_F001,What's going on Joe?,happy
Ses03M_impro07_F008,Yeah.  Hopefully it won't be like high school.,happy
Ses03M_impro07_F010,Oh man.,happy
Ses03M_impro07_F011,Did you say yes yet?  I mean have you sent in your answer?,happy
Ses03M_impro07_F012,All right.,happy
Ses03M_impro07_F013,"This is so great, you know, because I gone fit on downtown so I'm going to be like right here.  I think I'm going to be living at City Lights downtown.",happy
Ses03M_impro07_F014,"Yeah, it really is.",happy
Ses03M_impro07_F017,"Well, I'm happy for you but I'm happy for me cause that means you're going to stay.",happy
Ses03M_impro07_F019,Mmmm some miso soup.,happy
Ses03M_impro07_F023,Oh my God.  I am so proud of you.,neutral
Ses03M_impro07_M009,What does that mean?,neutral
Ses03M_impro07_M014,Yeah.  This is so crazy.  I mean I didn't get into any other school but I got into the school I wanted.,happy
Ses03M_impro07_M025,"It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like...",happy
Ses03M_impro08a_F004,two two six six.,neutral
Ses03M_impro08a_F013,"You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no.  No contracts for me.  You give me a new phone.",angry
Ses03M_impro08a_F014,I want to talk to a supervisor,angry
Ses03M_impro08a_F015,I would like to talk to your supervisor.  Obviously you're incompetent and don't understand what I'm asking.,angry
Ses03M_impro08a_F020,This is ridiculous.Well what are we supposed to do?  We starve then because I can't use my phone cause,angry
Ses03M_impro08a_F021,"I am a realtor and this is my business.  People are calling me all the time but you know, and I don't have a land line.  I can't afford to have a land line",angry
Ses03M_impro08a_F022,That you better be sorry.,angry
Ses03M_impro08a_M000,Hello.  This is Viacom Services.  How can I help you?,neutral
Ses03M_impro08a_M001,"I'm sorry ma'am, what can I help you with?",neutral
Ses03M_impro08a_M002,Okay.  Can you give me the last four digits of your social security number so I can verify who I'm speaking with?,neutral
Ses03M_impro08a_M003,Okay.  And your name is?,neutral
Ses03M_impro08a_M004,Olivia. Um. Okay.  So how long has this problem been?,neutral
Ses03M_impro08a_M005,So what exactly is the problem?,neutral
Ses03M_impro08a_M006,Um- I think part of it has to do with the network being down.  It's been having some trouble the last few weeks--,neutral
Ses03M_impro08a_M007,I understand--we're not-,neutral
Ses03M_impro08a_M008,No.  Okay.  We're not charging you for any of these months.  We're going to give you three months free.,neutral
Ses03M_impro08a_M009,We can give you a new phone--,neutral
Ses03M_impro08a_M010,We can do that.  We can do that.  You just have to sign a one-year contract though with the--,neutral
Ses03M_impro08a_M012,"Um- Let me connect you to my supervisor.  Actually, he's out right now so I'm supervisor until he comes back. Um-",neutral
Ses03M_impro08a_M013,"So you could----speak with me some more, you could call back later on maybe.",neutral
Ses03M_impro08a_M016,"Mmm hmmm.  Mmm hmmm.  The power outages, everything, hurricane Katrina. Everything's really messed up.",neutral
Ses03M_impro08a_M017,don't you-,neutral
Ses03M_impro08a_M018,I'm really sorry ma'am.  There's not----a lot we can do for it.,neutral
Ses03M_impro08a_M019,"What I can do for you, if you want to make a call right now I could contact you through our computer.  I can call through my phone and you can speak through me.",neutral
Ses03M_impro08a_M020,I'm sorry it has to do with an electrical power outage and stuff--,neutral
Ses03M_impro08a_M021,"Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?",neutral
Ses03M_impro08a_M022,"I'm, I'm sorry you chose to live there um--",neutral
Ses03M_impro08a_M023,Well I'm sure maybe there's a phone at work you could use.,neutral
Ses03M_impro08a_M024,All right um--,neutral
Ses03M_impro08a_M025,My name is Sara.,neutral
Ses03M_impro08a_M026,Sara Brown.,neutral
Ses03M_impro08a_M027,"You know maam, we record this conversation so anything you say can be proven in a law of court so keep that in mind.",neutral
Ses03M_impro08b_F005,"Yeah, yeah, yeah you better be sorry.",angry
Ses03M_impro08b_F006,No I did not drop my phone in water.  I'm not five years old and just dropped my phone anywhere I see it.  Okay this is my business.,angry
Ses03M_impro08b_F021,"Alright. Well-  I guess - I guess that's okay but,",neutral
Ses03M_impro08b_F023,Okay.,neutral
Ses03M_impro08b_F024,Alright Thanks.,neutral
Ses03M_impro08b_M000,Hello?,neutral
Ses03M_impro08b_M001,I'm sorry ma'am.  What's the nature of your problem?  But first can I get you to tell me your first and last name?,neutral
Ses03M_impro08b_M002,I know I just need to verify every time.  I'm sorry.,neutral
Ses03M_impro08b_M003,Alright Ms. Brown what's the nature of your problem?,neutral
Ses03M_impro08b_M004,Oh.  I'm sorry. Um- Did you drop it in water?,neutral
Ses03M_impro08b_M005,"Um- well it's probably easy.  Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls.",neutral
Ses03M_impro08b_M006,Is the phone turned on?,neutral
Ses03M_impro08b_M007,"Well, um- okay.  Your sim card is in- didn't fall out-",neutral
Ses03M_impro08b_M008,Alright.  Um- Well that could be the problem. cause--,neutral
Ses03M_impro08b_M009,you might have an older phone where we would use sim cards but probably not.,neutral
Ses03M_impro08b_M010,Okay.  How about this we'll send you a brand new camera phone with palm pilot-- and-,neutral
Ses03M_impro08b_M011,"So we'll send it- And we'll give you, how about a free year's service?",neutral
Ses03M_impro08b_M012,Tell them my name.  My name is Brent Backersen.,neutral
Ses03M_impro08b_M013,Okay.  Tell them my - my ID number is two one three five.,neutral
Ses03M_impro08b_M014,"Tell them that.  You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--",neutral
Ses03M_impro08b_M015,It will be free.  No contract okay?,neutral
Ses03M_impro08b_M016,"Go in there, yeah, go in there.  Tell them Brent Backersen sent you.",neutral
Ses03M_impro08b_M017,"the top of the line camera phone, game boy, anything you want. For free. And palm pilot.",neutral
Ses03M_impro08b_M018,They might only have orange.,neutral
Ses03M_impro08b_M019,"Okay.  They can figure out pink for you.  So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing.  Just for being a good customer",neutral
Ses03M_impro08b_M020,and battling through with us.,neutral
Ses03M_impro08b_M021,Yes.  You just tell them Brent Backersen sent you.,neutral
Ses03M_impro08b_M022,Alright?  Great.  Have a nice evening.,neutral
Ses03M_script01_1_F000,What's he going to say?  Maybe we ought to talk to him before he sees it.,neutral
Ses03M_script01_1_F004,Did you talk to him?,sad
Ses03M_script01_1_F005,He cried hard?,sad
Ses03M_script01_1_F008,"He's getting just like he did after he died, you know?  What, what, what's the meaning of this?",sad
Ses03M_script01_1_F016,No.  It's his god damned newspapers is what it is.  Now every month there's a new boy comes home and Larry's going to be the next one.,angry
Ses03M_script01_1_F017,Why?,angry
Ses03M_script01_1_F020,"Well what do you want me to do?  I mean, you're old enough to know your own mind.",angry
Ses03M_script01_1_F021,"Well, I mean, you got to make sure your dad's not going--",neutral
Ses03M_script01_1_F028,Did you ask Annie yet?,neutral
Ses03M_script01_1_F030,"Look, you never had seen many, many women.  You know?  I mean...",neutral
Ses03M_script01_1_F038,You're just going to leave the business?  You have a business here.  You can't do that.,angry
Ses03M_script01_1_F040,Tell me something.  You can leave this business?,sad
Ses03M_script01_1_F043,"I mean what the hell have we worked for then?  I mean, it's all for you Chris.  The whole shooting match is for you.",angry
Ses03M_script01_1_F045,I don't understand you do I?,sad
Ses03M_script01_1_F046,Yeah.  I can see that.,sad
Ses03M_script01_1_M000,He saw it.,sad
Ses03M_script01_1_M001,He was out there when it happened.,sad
Ses03M_script01_1_M002,About four in the morning.  I heard a crack and I looked out and he was standing right there when it happened.,sad
Ses03M_script01_1_M003,I don't know. But after it cracked he ran back into the house and he cried in the kitchen.,sad
Ses03M_script01_1_M004,No.  I figured the best thing to do was leave him alone.,sad
Ses03M_script01_1_M005,I could hear it right through the floor.,sad
